year_week,week_index,year,respiratory_disease_count,respiratory_disease_inc,respiratory_disease_inc_lag0,respiratory_disease_inc_lag1,respiratory_disease_inc_lag2,ILI_count,ILI_inc,ILI_inc_lag0,ILI_inc_lag1,ILI_inc_lag2,pneumonia_count,pneumonia_inc,pneumonia_inc_lag0,pneumonia_inc_lag1,pneumonia_inc_lag2
2024-W42,77,2024,2810,0.0019970946182208942,0.0019970946182208942,0.0019544520285079926,0.002024101591705732,856,0.000608367613237397,0.000608367613237397,0.0006318210375794929,0.0006900992435204585,405,0.0002878374805620862,0.0002878374805620862,0.00027930896261950584,0.00034682639633160014
2024-W43,78,2024,2750,0.0019544520285079926,0.0019544520285079926,0.002024101591705732,0.0018620597507967057,889,0.0006318210375794929,0.0006318210375794929,0.0006900992435204585,0.0006104997427230421,393,0.00027930896261950584,0.00027930896261950584,0.00034682639633160014,0.0003134230343898272
2024-W44,79,2024,2848,0.002024101591705732,0.002024101591705732,0.0018620597507967057,0.001949477059708154,971,0.0006900992435204585,0.0006900992435204585,0.0006104997427230421,0.0006858349845491683,488,0.00034682639633160014,0.00034682639633160014,0.0003134230343898272,0.0003205301326753108
2024-W45,80,2024,2620,0.0018620597507967057,0.0018620597507967057,0.001949477059708154,0.0020880654762750845,859,0.0006104997427230421,0.0006104997427230421,0.0006858349845491683,0.0006822814354064265,441,0.0003134230343898272,0.0003134230343898272,0.0003205301326753108,0.0003404300078746649
2024-W46,81,2024,2743,0.001949477059708154,0.001949477059708154,0.0020880654762750845,0.002009887395134765,965,0.0006858349845491683,0.0006858349845491683,0.0006822814354064265,0.0007021813106057806,451,0.0003205301326753108,0.0003205301326753108,0.0003404300078746649,0.00033261219976063293
2024-W47,82,2024,2938,0.0020880654762750845,0.0020880654762750845,0.002009887395134765,0.0023346817867813657,960,0.0006822814354064265,0.0006822814354064265,0.0007021813106057806,0.0007476667396328757,479,0.0003404300078746649,0.0003404300078746649,0.00033261219976063293,0.00036814769118805095
2024-W48,83,2024,2828,0.002009887395134765,0.002009887395134765,0.0023346817867813657,0.002346763853866688,988,0.0007021813106057806,0.0007021813106057806,0.0007476667396328757,0.0008386375976870659,468,0.00033261219976063293,0.00033261219976063293,0.00036814769118805095,0.0003823618877590182
2024-W49,84,2024,3285,0.0023346817867813657,0.0023346817867813657,0.002346763853866688,0.002503120016147327,1052,0.0007476667396328757,0.0007476667396328757,0.0008386375976870659,0.0008748837989430323,518,0.00036814769118805095,0.00036814769118805095,0.0003823618877590182,0.0003987082138156305
2024-W50,85,2024,3302,0.002346763853866688,0.002346763853866688,0.002503120016147327,0.0033190148993208456,1180,0.0008386375976870659,0.0008386375976870659,0.0008748837989430323,0.00133115950887108,538,0.0003823618877590182,0.0003823618877590182,0.0003987082138156305,0.00048754694238417563
2024-W51,86,2024,3522,0.002503120016147327,0.002503120016147327,0.0033190148993208456,0.0027191758040260292,1231,0.0008748837989430323,0.0008748837989430323,0.00133115950887108,0.0011840425743615693,561,0.0003987082138156305,0.0003987082138156305,0.00048754694238417563,0.0004889683620412724
2024-W52,87,2024,4670,0.0033190148993208456,0.0033190148993208456,0.0027191758040260292,0.002504541435804424,1873,0.00133115950887108,0.00133115950887108,0.0011840425743615693,0.0010774361000793153,686,0.00048754694238417563,0.00048754694238417563,0.0004889683620412724,0.00046551493769917643
2025-W01,88,2025,3826,0.0027191758040260292,0.0027191758040260292,0.002504541435804424,0.0028741105466495716,1666,0.0011840425743615693,0.0011840425743615693,0.0010774361000793153,0.001293491887958017,688,0.0004889683620412724,0.0004889683620412724,0.00046551493769917643,0.0005422715991823994
2025-W02,89,2025,3524,0.002504541435804424,0.002504541435804424,0.0028741105466495716,0.002731257871111351,1516,0.0010774361000793153,0.0010774361000793153,0.001293491887958017,0.0012607992358447924,655,0.00046551493769917643,0.00046551493769917643,0.0005422715991823994,0.00047404345564175675
2025-W03,90,2025,4044,0.0028741105466495716,0.0028741105466495716,0.002731257871111351,0.0026452619818569997,1820,0.001293491887958017,0.001293491887958017,0.0012607992358447924,0.001104443073564153,763,0.0005422715991823994,0.0005422715991823994,0.00047404345564175675,0.00046267209838498296
2025-W04,91,2025,3843,0.002731257871111351,0.002731257871111351,0.0026452619818569997,0.0025471840255173257,1774,0.0012607992358447924,0.0012607992358447924,0.001104443073564153,0.0010340828005378651,667,0.00047404345564175675,0.00047404345564175675,0.00046267209838498296,0.00045059003129966084
2025-W05,92,2025,3722,0.0026452619818569997,0.0026452619818569997,0.0025471840255173257,0.0022749821611833033,1554,0.001104443073564153,0.001104443073564153,0.0010340828005378651,0.0008962050937994832,651,0.00046267209838498296,0.00046267209838498296,0.00045059003129966084,0.00037241195015934114
2025-W06,93,2025,3584,0.0025471840255173257,0.0025471840255173257,0.0022749821611833033,0.002317624750896205,1455,0.0010340828005378651,0.0010340828005378651,0.0008962050937994832,0.0008827016070570643,634,0.00045059003129966084,0.00045059003129966084,0.00037241195015934114,0.00037241195015934114
2025-W07,94,2025,3201,0.0022749821611833033,0.0022749821611833033,0.002317624750896205,0.002100858253188955,1261,0.0008962050937994832,0.0008962050937994832,0.0008827016070570643,0.0007647237755180364,524,0.00037241195015934114,0.00037241195015934114,0.00037241195015934114,0.0003219515523324075
2025-W09,96,2025,3261,0.002317624750896205,0.002317624750896205,0.002100858253188955,0.0019672448054218633,1242,0.0008827016070570643,0.0008827016070570643,0.0007647237755180364,0.0006645136896927175,524,0.00037241195015934114,0.00037241195015934114,0.0003219515523324075,0.000316976583532569
2025-W10,97,2025,2956,0.002100858253188955,0.002100858253188955,0.0019672448054218633,0.0018876453046244466,1076,0.0007647237755180364,0.0007647237755180364,0.0006645136896927175,0.0006211603901512675,453,0.0003219515523324075,0.0003219515523324075,0.000316976583532569,0.0002565662481059583
2025-W11,98,2025,2768,0.0019672448054218633,0.0019672448054218633,0.0018876453046244466,0.0019857232609641205,935,0.0006645136896927175,0.0006645136896927175,0.0006211603901512675,0.0006588280110643306,446,0.000316976583532569,0.000316976583532569,0.0002565662481059583,0.000309158775418537
2025-W12,99,2025,2656,0.0018876453046244466,0.0018876453046244466,0.0019857232609641205,0.002028365850677022,874,0.0006211603901512675,0.0006211603901512675,0.0006588280110643306,0.0006446138144933634,361,0.0002565662481059583,0.0002565662481059583,0.000309158775418537,0.00028641606090498944
2025-W13,100,2025,2794,0.0019857232609641205,0.0019857232609641205,0.002028365850677022,0.00196866622507896,927,0.0006588280110643306,0.0006588280110643306,0.0006446138144933634,0.0006268460687796544,435,0.000309158775418537,0.000309158775418537,0.00028641606090498944,0.0002714911545054739
2025-W14,101,2025,2854,0.002028365850677022,0.002028365850677022,0.00196866622507896,0.0017853030893134826,907,0.0006446138144933634,0.0006446138144933634,0.0006268460687796544,0.0005962855461520748,403,0.00028641606090498944,0.00028641606090498944,0.0002714911545054739,0.00024093063187789437
2025-W15,102,2025,2770,0.00196866622507896,0.00196866622507896,0.0017853030893134826,0.0020297872703341187,882,0.0006268460687796544,0.0006268460687796544,0.0005962855461520748,0.0007149740875196511,382,0.0002714911545054739,0.0002714911545054739,0.00024093063187789437,0.00030276238696160174
2025-W16,103,2025,2512,0.0017853030893134826,0.0017853030893134826,0.0020297872703341187,0.0018201278709123524,839,0.0005962855461520748,0.0005962855461520748,0.0007149740875196511,0.0006225818098083642,339,0.00024093063187789437,0.00024093063187789437,0.00030276238696160174,0.0002807303822766026
2025-W17,104,2025,2856,0.0020297872703341187,0.0020297872703341187,0.0018201278709123524,0.0016424504137752623,1006,0.0007149740875196511,0.0007149740875196511,0.0006225818098083642,0.0004889683620412724,426,0.00030276238696160174,0.00030276238696160174,0.0002807303822766026,0.00018478455542257386
2025-W18,105,2025,2561,0.0018201278709123524,0.0018201278709123524,0.0016424504137752623,0.0016907786821165507,876,0.0006225818098083642,0.0006225818098083642,0.0004889683620412724,0.0005102896568977232,395,0.0002807303822766026,0.0002807303822766026,0.00018478455542257386,0.0002238735959927337
2025-W19,106,2025,2311,0.0016424504137752623,0.0016424504137752623,0.0016907786821165507,0.0016666145479459064,688,0.0004889683620412724,0.0004889683620412724,0.0005102896568977232,0.0005372966303825609,260,0.00018478455542257386,0.00018478455542257386,0.0002238735959927337,0.00019615591267934762
2025-W20,107,2025,2379,0.0016907786821165507,0.0016907786821165507,0.0016666145479459064,0.00176042824531429,718,0.0005102896568977232,0.0005102896568977232,0.0005372966303825609,0.0006502994931217503,315,0.0002238735959927337,0.0002238735959927337,0.00019615591267934762,0.00024306276136353946
2025-W21,108,2025,2345,0.0016666145479459064,0.0016666145479459064,0.00176042824531429,0.0016616395791460678,756,0.0005372966303825609,0.0005372966303825609,0.0006502994931217503,0.0005742535414670757,276,0.00019615591267934762,0.00019615591267934762,0.00024306276136353946,0.00020326301096483122
2025-W22,109,2025,2477,0.00176042824531429,0.00176042824531429,0.0016616395791460678,0.0015401081984642983,915,0.0006502994931217503,0.0006502994931217503,0.0005742535414670757,0.0005891784478665912,342,0.00024306276136353946,0.00024306276136353946,0.00020326301096483122,0.00021250223873595992
2025-W23,110,2025,2338,0.0016616395791460678,0.0016616395791460678,0.0015401081984642983,0.0014221303669252703,808,0.0005742535414670757,0.0005742535414670757,0.0005891784478665912,0.000557196505581915,286,0.00020326301096483122,0.00020326301096483122,0.00021250223873595992,0.0001911809438795091
2025-W24,111,2025,2167,0.0015401081984642983,0.0015401081984642983,0.0014221303669252703,0.0014143125588112384,829,0.0005891784478665912,0.0005891784478665912,0.000557196505581915,0.0005259252731257871,299,0.00021250223873595992,0.00021250223873595992,0.0001911809438795091,0.0001876273947367673
2025-W25,112,2025,2001,0.0014221303669252703,0.0014221303669252703,0.0014143125588112384,0.0014356338536676892,784,0.000557196505581915,0.000557196505581915,0.0005259252731257871,0.0005372966303825609,269,0.0001911809438795091,0.0001911809438795091,0.0001876273947367673,0.0002039737207933796
2025-W26,113,2025,1990,0.0014143125588112384,0.0014143125588112384,0.0014356338536676892,0.001356745062698821,740,0.0005259252731257871,0.0005259252731257871,0.0005372966303825609,0.00047972913427014364,264,0.0001876273947367673,0.0001876273947367673,0.0002039737207933796,0.00018265242593692877
2025-W27,114,2025,2020,0.0014356338536676892,0.0014356338536676892,0.001356745062698821,0.0012835419503583398,756,0.0005372966303825609,0.0005372966303825609,0.00047972913427014364,0.00047120061632756333,287,0.0002039737207933796,0.0002039737207933796,0.00018265242593692877,0.00016417397039467137
2025-W28,115,2025,1909,0.001356745062698821,0.001356745062698821,0.0012835419503583398,0.0012593778161876957,675,0.00047972913427014364,0.00047972913427014364,0.00047120061632756333,0.0004534328706138543,257,0.00018265242593692877,0.00018265242593692877,0.00016417397039467137,0.00016346326056612302
2025-W29,116,2025,1806,0.0012835419503583398,0.0012835419503583398,0.0012593778161876957,0.0012863847896725333,663,0.00047120061632756333,0.00047120061632756333,0.0004534328706138543,0.0004441936428427256,231,0.00016417397039467137,0.00016417397039467137,0.00016346326056612302,0.00015777758193773612
2025-W30,117,2025,1772,0.0012593778161876957,0.0012593778161876957,0.0012863847896725333,0.0011385571453344742,638,0.0004534328706138543,0.0004534328706138543,0.0004441936428427256,0.00038733685655885673,230,0.00016346326056612302,0.00016346326056612302,0.00015777758193773612,0.00016630609988031646
2025-W31,118,2025,1810,0.0012863847896725333,0.0012863847896725333,0.0011385571453344742,0.0011605891500194735,625,0.0004441936428427256,0.0004441936428427256,0.00038733685655885673,0.0004768862949559502,222,0.00015777758193773612,0.00015777758193773612,0.00016630609988031646,0.00016346326056612302
2025-W32,119,2025,1602,0.0011385571453344742,0.0011385571453344742,0.0011605891500194735,0.001175514056418989,545,0.00038733685655885673,0.00038733685655885673,0.0004768862949559502,0.0004257151873004682,234,0.00016630609988031646,0.00016630609988031646,0.00016346326056612302,0.00014143125588112382
2025-W33,120,2025,1633,0.0011605891500194735,0.0011605891500194735,0.001175514056418989,0.0011691176679620538,671,0.0004768862949559502,0.0004768862949559502,0.0004257151873004682,0.00039941892364417884,230,0.00016346326056612302,0.00016346326056612302,0.00014143125588112382,0.0001655953900517681
2025-W34,121,2025,1654,0.001175514056418989,0.001175514056418989,0.0011691176679620538,0.0012288172935601162,599,0.0004257151873004682,0.0004257151873004682,0.00039941892364417884,0.00043637583472869363,199,0.00014143125588112382,0.00014143125588112382,0.0001655953900517681,0.00017767745713709025
2025-W35,122,2025,1645,0.0011691176679620538,0.0011691176679620538,0.0012288172935601162,0.001382330616526562,562,0.00039941892364417884,0.00039941892364417884,0.00043637583472869363,0.00043992938387143543,233,0.0001655953900517681,0.0001655953900517681,0.00017767745713709025,0.00016275255073757466
2025-W36,123,2025,1729,0.0012288172935601162,0.0012288172935601162,0.001382330616526562,0.001651689641546391,614,0.00043637583472869363,0.00043637583472869363,0.00043992938387143543,0.000539428759868206,250,0.00017767745713709025,0.00017767745713709025,0.00016275255073757466,0.00019189165370805746
2025-W37,124,2025,1945,0.001382330616526562,0.001382330616526562,0.001651689641546391,0.0015919900159483285,619,0.00043992938387143543,0.00043992938387143543,0.000539428759868206,0.0004825719735843371,229,0.00016275255073757466,0.00016275255073757466,0.00019189165370805746,0.00017909887679418696
2025-W38,125,2025,2324,0.001651689641546391,0.001651689641546391,0.0015919900159483285,0.0016829608740025189,759,0.000539428759868206,0.000539428759868206,0.0004825719735843371,0.0004953647504982076,270,0.00019189165370805746,0.00019189165370805746,0.00017909887679418696,0.00019615591267934762
2025-W39,126,2025,2240,0.0015919900159483285,0.0015919900159483285,0.0016829608740025189,0.0018386063264546099,679,0.0004825719735843371,0.0004825719735843371,0.0004953647504982076,0.0005756749611241724,252,0.00017909887679418696,0.00017909887679418696,0.00019615591267934762,0.0002473270203348296
2025-W40,127,2025,2368,0.0016829608740025189,0.0016829608740025189,0.0018386063264546099,0.001845002714911545,697,0.0004953647504982076,0.0004953647504982076,0.0005756749611241724,0.0005920212871807847,276,0.00019615591267934762,0.00019615591267934762,0.0002473270203348296,0.00020823797976466976
2025-W41,128,2025,2587,0.0018386063264546099,0.0018386063264546099,0.001845002714911545,0.0018634811704538025,810,0.0005756749611241724,0.0005756749611241724,0.0005920212871807847,0.0005714107021528822,348,0.0002473270203348296,0.0002473270203348296,0.00020823797976466976,0.00022671643530692716
2025-W42,129,2025,2596,0.001845002714911545,0.001845002714911545,0.0018634811704538025,0.0018663240097679958,833,0.0005920212871807847,0.0005920212871807847,0.0005714107021528822,0.0006204496803227191,293,0.00020823797976466976,0.00020823797976466976,0.00022671643530692716,0.00023026998444966896
2025-W43,130,2025,2622,0.0018634811704538025,0.0018634811704538025,0.0018663240097679958,0.0019679555152504113,804,0.0005714107021528822,0.0005714107021528822,0.0006204496803227191,0.0006936527926632003,319,0.00022671643530692716,0.00022671643530692716,0.00023026998444966896,0.0002366663729066042
2025-W44,131,2025,2626,0.0018663240097679958,0.0018663240097679958,0.0019679555152504113,0.0021058332219887933,873,0.0006204496803227191,0.0006204496803227191,0.0006936527926632003,0.0007853343605459389,324,0.00023026998444966896,0.00023026998444966896,0.0002366663729066042,0.00025727695793450664
2025-W45,132,2025,2769,0.0019679555152504113,0.0019679555152504113,0.0021058332219887933,0.002208886147128306,976,0.0006936527926632003,0.0006936527926632003,0.0007853343605459389,0.0008521410844294848,333,0.0002366663729066042,0.0002366663729066042,0.00025727695793450664,0.0002878374805620862
2025-W46,133,2025,2963,0.0021058332219887933,0.0021058332219887933,0.002208886147128306,0.0023915385730652345,1105,0.0007853343605459389,0.0007853343605459389,0.0008521410844294848,0.0009615903980259324,362,0.00025727695793450664,0.00025727695793450664,0.0002878374805620862,0.0003581977535883739
2025-W47,134,2025,3108,0.002208886147128306,0.002208886147128306,0.0023915385730652345,0.003014120382873599,1199,0.0008521410844294848,0.0008521410844294848,0.0009615903980259324,0.0013617200314986597,405,0.0002878374805620862,0.0002878374805620862,0.0003581977535883739,0.00044632577232837066
2025-W48,135,2025,3365,0.0023915385730652345,0.0023915385730652345,0.003014120382873599,0.003065291490529081,1353,0.0009615903980259324,0.0009615903980259324,0.0013617200314986597,0.0014356338536676892,504,0.0003581977535883739,0.0003581977535883739,0.00044632577232837066,0.0004896790718698207
2025-W49,136,2025,4241,0.003014120382873599,0.003014120382873599,0.003065291490529081,0.0027667933625387694,1916,0.0013617200314986597,0.0013617200314986597,0.0014356338536676892,0.0011797783153902792,628,0.00044632577232837066,0.00044632577232837066,0.0004896790718698207,0.0004925219111840142
2025-W50,137,2025,4313,0.003065291490529081,0.003065291490529081,0.0027667933625387694,0.0029302566231048923,2020,0.0014356338536676892,0.0014356338536676892,0.0011797783153902792,0.001257956396530599,689,0.0004896790718698207,0.0004896790718698207,0.0004925219111840142,0.0004974968799838527
2025-W51,138,2025,3893,0.0027667933625387694,0.0027667933625387694,0.0029302566231048923,0.0022742714513547552,1660,0.0011797783153902792,0.0011797783153902792,0.001257956396530599,0.0008628017318577102,693,0.0004925219111840142,0.0004925219111840142,0.0004974968799838527,0.00045059003129966084
2025-W52,139,2025,4123,0.0029302566231048923,0.0029302566231048923,0.0022742714513547552,0.0019302878943373485,1770,0.001257956396530599,0.001257956396530599,0.0008628017318577102,0.0006687779486640077,700,0.0004974968799838527,0.0004974968799838527,0.00045059003129966084,0.00033190148993208455
2026-W01,140,2026,3200,0.0022742714513547552,0.0022742714513547552,0.0019302878943373485,0.001937394992622832,1214,0.0008628017318577102,0.0008628017318577102,0.0006687779486640077,0.0006403495555220732,634,0.00045059003129966084,0.00045059003129966084,0.00033190148993208455,0.0003056052262757952
2026-W02,141,2026,2716,0.0019302878943373485,0.0019302878943373485,0.001937394992622832,0.001994962488735249,941,0.0006687779486640077,0.0006687779486640077,0.0006403495555220732,0.0005884677380380429,467,0.00033190148993208455,0.00033190148993208455,0.0003056052262757952,0.0002743339938196673
2026-W03,142,2026,2726,0.001937394992622832,0.001937394992622832,0.001994962488735249,0.0020191266229058935,901,0.0006403495555220732,0.0006403495555220732,0.0005884677380380429,0.0006090783230659453,430,0.0003056052262757952,0.0003056052262757952,0.0002743339938196673,0.00024164134170644272
2026-W04,143,2026,2807,0.001994962488735249,0.001994962488735249,0.0020191266229058935,0.001980748292164282,828,0.0005884677380380429,0.0005884677380380429,0.0006090783230659453,0.0005820713495811076,386,0.0002743339938196673,0.0002743339938196673,0.00024164134170644272,0.00024306276136353946
2026-W05,144,2026,2841,0.0020191266229058935,0.0020191266229058935,0.001980748292164282,0.002143500842901857,857,0.0006090783230659453,0.0006090783230659453,0.0005820713495811076,0.0006389281358649765,340,0.00024164134170644272,0.00024164134170644272,0.00024306276136353946,0.00025940908742015173
2026-W06,145,2026,2787,0.001980748292164282,0.001980748292164282,0.002143500842901857,0.002014151654106055,819,0.0005820713495811076,0.0005820713495811076,0.0006389281358649765,0.0006296889080938478,342,0.00024306276136353946,0.00024306276136353946,0.00025940908742015173,0.0002459056006777329
2026-W07,146,2026,3016,0.002143500842901857,0.002143500842901857,0.002014151654106055,0.0019203379567376713,899,0.0006389281358649765,0.0006389281358649765,0.0006296889080938478,0.0006502994931217503,365,0.00025940908742015173,0.00025940908742015173,0.0002459056006777329,0.00024093063187789437
2026-W08,147,2026,2834,0.002014151654106055,0.002014151654106055,0.0019203379567376713,0.001931709313994445,886,0.0006296889080938478,0.0006296889080938478,0.0006502994931217503,0.0005550643760962699,346,0.0002459056006777329,0.0002459056006777329,0.00024093063187789437,0.00022884856479257222
2026-W09,148,2026,2702,0.0019203379567376713,0.0019203379567376713,0.001931709313994445,0.0019423699614226704,915,0.0006502994931217503,0.0006502994931217503,0.0005550643760962699,0.0005934427068378814,339,0.00024093063187789437,0.00024093063187789437,0.00022884856479257222,0.0002530126989632165
2026-W10,149,2026,2718,0.001931709313994445,0.001931709313994445,0.0019423699614226704,0.0019075451798238009,781,0.0005550643760962699,0.0005550643760962699,0.0005934427068378814,0.0005735428316385273,322,0.00022884856479257222,0.00022884856479257222,0.0002530126989632165,0.00021250223873595992
2026-W11,150,2026,2733,0.0019423699614226704,0.0019423699614226704,0.0019075451798238009,0.00184713484439719,835,0.0005934427068378814,0.0005934427068378814,0.0005735428316385273,0.0005728321218099789,356,0.0002530126989632165,0.0002530126989632165,0.00021250223873595992,0.00022955927462112058
2026-W12,151,2026,2684,0.0019075451798238009,0.0019075451798238009,0.00184713484439719,0.0018066243841699337,807,0.0005735428316385273,0.0005735428316385273,0.0005728321218099789,0.0005742535414670757,299,0.00021250223873595992,0.00021250223873595992,0.00022955927462112058,0.00022600572547837878
2026-W13,152,2026,2599,0.00184713484439719,0.00184713484439719,0.0018066243841699337,0.0019921196494210557,806,0.0005728321218099789,0.0005728321218099789,0.0005742535414670757,0.0006154747115228806,323,0.00022955927462112058,0.00022955927462112058,0.00022600572547837878,0.00025372340879176484
2026-W14,153,2026,2542,0.0018066243841699337,0.0018066243841699337,0.0019921196494210557,0.0018393170362831582,808,0.0005742535414670757,0.0005742535414670757,0.0006154747115228806,0.0005508001171249798,318,0.00022600572547837878,0.00022600572547837878,0.00025372340879176484,0.00022529501564983042
2026-W15,154,2026,2803,0.0019921196494210557,0.0019921196494210557,0.0018393170362831582,,866,0.0006154747115228806,0.0006154747115228806,0.0005508001171249798,,357,0.00025372340879176484,0.00025372340879176484,0.00022529501564983042,
2026-W16,155,2026,2588,0.0018393170362831582,0.0018393170362831582,,,775,0.0005508001171249798,0.0005508001171249798,,,317,0.00022529501564983042,0.00022529501564983042,,
